IDVol,DateVol,VilleDepart,VilleArrivee,DistanceVol,DureeVol,Statut,IDAppareil
VOL01500,20231231,Paris,Sydney,2836.29,5.37,Terminé,A131
VOL01501,20220510,Londres,New York,3452.99,5.09,Terminé,A105
VOL01502,20241204,Berlin,Singapour,6157.01,8.11,Annulé,A041
VOL01503,20241027,Dubaï,Rome,2676.65,3.93,Annulé,A062
VOL01504,20241027,Dubaï,Tokyo,4960.83,7.25,En cours,A134
VOL01505,20220202,Tokyo,Berlin,5559.08,7.86,Terminé,A074
VOL01506,20240301,Berlin,Madrid,1166.49,2.2,Terminé,A128
VOL01507,20240811,Moscou,New York,4659.09,5.85,Terminé,A020
VOL01508,20220322,Berlin,Beijing,4570.23,6.37,Terminé,A111
VOL01509,20240223,Tokyo,New York,6719.12,10.22,Terminé,A008
VOL01510,20240126,Singapour,Moscou,5232.45,7.32,Terminé,A107
VOL01511,20230526,Paris,Singapour,6661.5,10.31,Terminé,A017
VOL01512,20220125,Toronto,Beijing,6552.51,8.45,En cours,A144
VOL01513,20231224,Dubaï,Hong Kong,3682.27,5.44,Terminé,A022
VOL01514,20220510,Berlin,Singapour,6157.01,9.18,En cours,A038
VOL01515,20231129,Londres,Madrid,793.57,1.77,Terminé,A011
VOL01516,20230430,Dubaï,Los Angeles,9281.76,13.41,Terminé,A095
VOL01517,20220723,Sydney,Rome,3495.8,4.78,Terminé,A072
VOL01518,20231103,Paris,Moscou,1537.4,3.66,Terminé,A101
VOL01519,20220922,Los Angeles,Moscou,9047.39,11.93,En cours,A072
VOL01520,20220323,Singapour,Paris,6661.5,9.96,Terminé,A119
VOL01521,20231214,Rome,New York,4281.0,6.68,Terminé,A088
VOL01522,20231116,New York,Londres,3452.99,4.63,Terminé,A078
VOL01523,20221216,Beijing,Singapour,2793.35,4.64,En cours,A138
VOL01524,20240731,Singapour,Tokyo,3336.77,4.79,Annulé,A084
VOL01525,20240829,Moscou,Hong Kong,4427.56,5.94,En cours,A079
VOL01526,20221231,Toronto,Beijing,6552.51,9.62,Terminé,A121
VOL01527,20220925,Sydney,Hong Kong,7690.93,10.53,Terminé,A131
VOL01528,20220501,Singapour,Dubaï,3627.21,4.94,En cours,A125
VOL01529,20240717,Londres,Moscou,1553.78,3.92,Terminé,A099
VOL01530,20220308,Toronto,Dubaï,6864.43,9.47,Terminé,A144
VOL01531,20230815,Moscou,Paris,1537.4,3.57,Terminé,A147
VOL01532,20230208,Sydney,Dubaï,6060.5,8.79,Terminé,A036
VOL01533,20220322,Madrid,Tokyo,6708.32,8.88,En cours,A121
VOL01534,20230204,Londres,Moscou,1553.78,2.6,En cours,A087
VOL01535,20220318,Sydney,Tokyo,6635.25,9.43,Terminé,A024
VOL01536,20230930,Dubaï,Rome,2676.65,4.33,Terminé,A126
VOL01537,20230919,Dubaï,Sydney,6060.5,8.5,Terminé,A088
VOL01538,20241112,Dubaï,Berlin,2861.96,3.66,Terminé,A137
VOL01539,20240317,Toronto,Madrid,3747.34,4.87,Terminé,A133
VOL01540,20240818,Berlin,Beijing,4570.23,7.01,Annulé,A017
VOL01541,20230525,Toronto,Beijing,6552.51,10.03,En cours,A065
VOL01542,20220307,Moscou,Rome,1478.07,2.54,En cours,A069
VOL01543,20230118,Paris,Londres,208.87,1.95,Terminé,A070
VOL01544,20230731,Hong Kong,Londres,5970.86,9.05,Annulé,A074
VOL01545,20231224,Madrid,Moscou,2144.38,3.46,Terminé,A132
VOL01546,20220330,Madrid,Hong Kong,6542.88,9.83,Terminé,A059
VOL01547,20231102,Madrid,Los Angeles,6905.71,10.33,Terminé,A081
VOL01548,20230705,Dubaï,Berlin,2861.96,4.41,Terminé,A083
VOL01549,20220903,Moscou,Beijing,3598.04,4.86,En cours,A062
VOL01550,20240115,Los Angeles,Dubaï,9281.76,12.84,Terminé,A145
VOL01551,20240604,Sydney,Hong Kong,7690.93,10.48,Annulé,A049
VOL01552,20240321,Paris,Moscou,1537.4,2.69,Terminé,A090
VOL01553,20240610,Paris,Berlin,538.64,1.99,Terminé,A079
VOL01554,20240222,Toronto,Hong Kong,7787.98,11.13,Terminé,A050
VOL01555,20231117,Berlin,Hong Kong,5426.18,6.97,Terminé,A086
VOL01556,20230109,Londres,Madrid,793.57,2.39,Terminé,A133
VOL01557,20241004,Beijing,Toronto,6552.51,8.28,Terminé,A106
VOL01558,20241006,Singapour,Hong Kong,1599.0,3.77,Terminé,A072
VOL01559,20240114,Dubaï,Los Angeles,9281.76,11.92,Terminé,A068
VOL01560,20241120,Singapour,New York,9522.43,13.67,En cours,A109
VOL01561,20230622,Singapour,Beijing,2793.35,4.57,Terminé,A049
VOL01562,20220610,Rome,Paris,697.56,2.21,Terminé,A036
VOL01563,20240510,Singapour,Beijing,2793.35,3.63,Terminé,A076
VOL01564,20220602,Londres,Sydney,2672.74,4.79,Terminé,A049
VOL01565,20240522,Hong Kong,Madrid,6542.88,9.98,En cours,A093
VOL01566,20221227,Moscou,Singapour,5232.45,8.36,Terminé,A139
VOL01567,20230816,Toronto,Tokyo,6395.8,8.82,Annulé,A142
VOL01568,20231011,Toronto,Singapour,9306.67,13.16,Terminé,A083
VOL01569,20220721,Moscou,Berlin,998.88,1.49,Annulé,A053
VOL01570,20220604,Los Angeles,Paris,7516.55,10.13,En cours,A119
VOL01571,20231025,Dubaï,Los Angeles,9281.76,13.11,Terminé,A149
VOL01572,20230820,Beijing,Hong Kong,1237.81,2.56,Terminé,A134
VOL01573,20230911,Sydney,Londres,2672.74,4.9,Terminé,A045
VOL01574,20240623,Toronto,Paris,3719.59,5.47,Terminé,A031
VOL01575,20240513,Beijing,Paris,5093.95,6.7,Terminé,A075
VOL01576,20221129,Londres,Toronto,3540.12,4.84,Terminé,A064
VOL01577,20240619,Dubaï,Sydney,6060.5,7.66,Terminé,A053
VOL01578,20231212,Toronto,Singapour,9306.67,11.69,Terminé,A087
VOL01579,20240625,Londres,Los Angeles,7529.12,10.69,Terminé,A047
VOL01580,20220319,Berlin,New York,3968.08,6.31,Terminé,A128
VOL01581,20231215,Rome,Singapour,6219.28,8.7,Terminé,A096
VOL01582,20240531,Tokyo,Berlin,5559.08,7.64,Terminé,A063
VOL01583,20230708,Moscou,Singapour,5232.45,7.34,Terminé,A101
VOL01584,20220419,New York,Paris,3619.74,4.91,En cours,A124
VOL01585,20220525,Tokyo,Londres,5950.38,7.51,Terminé,A070
VOL01586,20240402,Tokyo,Madrid,6708.32,8.89,En cours,A146
VOL01587,20240106,Toronto,Tokyo,6395.8,9.41,Annulé,A118
VOL01588,20241107,Sydney,Beijing,6474.53,8.37,Terminé,A138
VOL01589,20221115,New York,Madrid,3578.54,5.81,En cours,A088
VOL01590,20220224,Madrid,Moscou,2144.38,3.61,Terminé,A038
VOL01591,20221011,Paris,Los Angeles,7516.55,10.32,Terminé,A066
VOL01592,20240607,Madrid,Toronto,3747.34,4.85,Terminé,A019
VOL01593,20220304,Berlin,Madrid,1166.49,2.77,Terminé,A065
VOL01594,20220907,Sydney,Madrid,2804.41,4.93,En cours,A032
VOL01595,20220509,Berlin,Madrid,1166.49,2.33,Terminé,A097
VOL01596,20230420,Tokyo,Madrid,6708.32,9.33,Terminé,A141
VOL01597,20240112,Tokyo,Sydney,6635.25,8.85,Terminé,A101
VOL01598,20240103,Beijing,Londres,5054.25,6.64,Terminé,A001
VOL01599,20240215,Singapour,Moscou,5232.45,8.22,Terminé,A018
VOL01600,20220227,Berlin,Tokyo,5559.08,8.16,En cours,A049
VOL01601,20221102,Paris,Rome,697.56,1.23,Terminé,A066
VOL01602,20240701,Los Angeles,Tokyo,10622.14,13.53,En cours,A127
VOL01603,20240121,Rome,Londres,899.67,2.61,Terminé,A117
VOL01604,20240123,Toronto,Sydney,954.64,1.53,Terminé,A141
VOL01605,20240619,Hong Kong,Madrid,6542.88,9.52,Terminé,A150
VOL01606,20220529,Tokyo,Singapour,3336.77,4.19,Annulé,A071
VOL01607,20220930,Paris,Hong Kong,5964.82,8.0,Terminé,A131
VOL01608,20241211,Tokyo,Los Angeles,10622.14,14.16,Terminé,A146
VOL01609,20240113,Hong Kong,Singapour,1599.0,2.35,Annulé,A108
VOL01610,20240317,Los Angeles,Madrid,6905.71,10.06,Annulé,A051
VOL01611,20230927,Beijing,Tokyo,1326.77,3.44,Terminé,A069
VOL01612,20230716,Paris,Berlin,538.64,1.74,En cours,A014
VOL01613,20230518,Dubaï,Singapour,3627.21,5.42,Terminé,A110
VOL01614,20220812,Hong Kong,Moscou,4427.56,5.63,Terminé,A126
VOL01615,20220214,Moscou,Tokyo,4665.82,7.1,Terminé,A028
VOL01616,20230108,Beijing,Tokyo,1326.77,2.7,Terminé,A122
VOL01617,20241010,Singapour,Paris,6661.5,9.65,Terminé,A112
VOL01618,20241117,Moscou,New York,4659.09,7.14,Terminé,A100
VOL01619,20240223,Berlin,Moscou,998.88,1.45,Terminé,A081
VOL01620,20220821,Rome,Paris,697.56,2.25,Terminé,A031
VOL01621,20230612,Dubaï,Tokyo,4960.83,7.09,Terminé,A036
VOL01622,20230609,Beijing,Toronto,6552.51,9.39,Terminé,A047
VOL01623,20240623,Sydney,Hong Kong,7690.93,9.71,Terminé,A032
VOL01624,20230307,Los Angeles,Rome,7648.57,10.32,Terminé,A093
VOL01625,20230730,New York,Moscou,4659.09,6.23,Terminé,A014
VOL01626,20240923,Dubaï,Madrid,3514.42,4.89,En cours,A011
VOL01627,20230205,Toronto,Tokyo,6395.8,9.81,Terminé,A018
VOL01628,20220831,Los Angeles,New York,5402.48,7.15,Terminé,A072
VOL01629,20220926,Sydney,Tokyo,6635.25,8.33,En cours,A028
VOL01630,20220523,Londres,Moscou,1553.78,2.0,En cours,A141
VOL01631,20240705,Tokyo,Dubaï,4960.83,6.23,Annulé,A138
VOL01632,20221211,Sydney,Madrid,2804.41,5.15,Terminé,A069
VOL01633,20240621,New York,Singapour,9522.43,13.26,Terminé,A033
VOL01634,20220620,Dubaï,Rome,2676.65,3.47,Terminé,A025
VOL01635,20231008,Sydney,Hong Kong,7690.93,11.53,En cours,A109
VOL01636,20231204,Tokyo,Dubaï,4960.83,6.39,En cours,A053
VOL01637,20220504,Madrid,Toronto,3747.34,6.35,Terminé,A011
VOL01638,20230809,Sydney,Beijing,6474.53,9.42,Terminé,A146
VOL01639,20230829,Sydney,Hong Kong,7690.93,11.06,En cours,A016
VOL01640,20221110,Madrid,Moscou,2144.38,2.77,En cours,A003
VOL01641,20221214,New York,Beijing,6811.61,9.54,Terminé,A029
VOL01642,20240102,Los Angeles,Tokyo,10622.14,14.91,Terminé,A087
VOL01643,20241029,Londres,Rome,899.67,1.77,Terminé,A071
VOL01644,20230327,Hong Kong,Sydney,7690.93,10.87,Terminé,A073
VOL01645,20220828,Londres,Madrid,793.57,2.24,Terminé,A111
VOL01646,20230207,Moscou,Sydney,3940.11,6.79,En cours,A062
VOL01647,20221003,Los Angeles,Singapour,9934.68,13.21,En cours,A060
VOL01648,20230421,Los Angeles,Rome,7648.57,10.42,Terminé,A057
VOL01649,20240929,Los Angeles,Madrid,6905.71,9.1,Terminé,A147
VOL01650,20220214,Berlin,Los Angeles,8052.31,10.28,Terminé,A069
VOL01651,20240101,Londres,Los Angeles,7529.12,10.06,Terminé,A142
VOL01652,20240117,Dubaï,Tokyo,4960.83,6.23,Terminé,A091
VOL01653,20240806,Beijing,Madrid,5734.81,8.48,Terminé,A061
VOL01654,20220914,Sydney,Beijing,6474.53,8.12,En cours,A039
VOL01655,20220617,Rome,Paris,697.56,1.3,Annulé,A006
VOL01656,20220506,Sydney,Beijing,6474.53,8.53,Terminé,A142
VOL01657,20230917,Singapour,Rome,6219.28,9.09,Terminé,A150
VOL01658,20240317,Dubaï,Singapour,3627.21,5.09,Terminé,A082
VOL01659,20240829,Moscou,Toronto,4638.08,7.05,Terminé,A057
VOL01660,20241203,Paris,Londres,208.87,0.35,Annulé,A044
VOL01661,20240412,New York,Toronto,352.45,2.21,Terminé,A099
VOL01662,20240409,Moscou,Sydney,3940.11,5.75,Terminé,A053
VOL01663,20220523,Los Angeles,Berlin,8052.31,11.6,Terminé,A139
VOL01664,20220905,Rome,Madrid,855.37,2.07,Terminé,A005
VOL01665,20231003,Londres,Hong Kong,5970.86,9.44,Annulé,A042
VOL01666,20220523,Hong Kong,Sydney,7690.93,11.04,Terminé,A024
VOL01667,20240701,Moscou,Beijing,3598.04,6.08,Terminé,A147
VOL01668,20240803,Beijing,Los Angeles,11917.58,16.74,Terminé,A070
VOL01669,20241116,Hong Kong,Paris,5964.82,8.59,Terminé,A125
VOL01670,20231128,Beijing,Paris,5093.95,6.87,Terminé,A032
VOL01671,20220911,Londres,Beijing,5054.25,6.51,Annulé,A025
VOL01672,20221230,Paris,Rome,697.56,1.52,Annulé,A064
VOL01673,20220913,Moscou,Toronto,4638.08,7.06,Terminé,A105
VOL01674,20240527,Hong Kong,Los Angeles,11327.82,14.94,En cours,A057
VOL01675,20241017,Los Angeles,New York,5402.48,8.6,Terminé,A062
VOL01676,20220415,Madrid,Beijing,5734.81,8.71,En cours,A118
VOL01677,20220903,Hong Kong,Rome,5751.7,7.46,Terminé,A043
VOL01678,20241118,Dubaï,Toronto,6864.43,8.93,Terminé,A045
VOL01679,20221101,New York,Paris,3619.74,6.05,Annulé,A057
VOL01680,20230906,Madrid,Tokyo,6708.32,9.76,Terminé,A072
VOL01681,20221125,Berlin,Toronto,4022.74,6.98,En cours,A028
VOL01682,20221119,Sydney,Toronto,954.64,2.53,Terminé,A001
VOL01683,20231014,Toronto,Sydney,954.64,1.33,En cours,A062
VOL01684,20230329,Berlin,Singapour,6157.01,7.73,Terminé,A079
VOL01685,20231201,Paris,Dubaï,3255.26,5.89,Annulé,A112
VOL01686,20241119,Hong Kong,Dubaï,3682.27,5.5,Terminé,A149
VOL01687,20230727,Sydney,Berlin,3198.94,5.02,Terminé,A099
VOL01688,20220602,Singapour,Rome,6219.28,9.26,En cours,A115
VOL01689,20230520,Dubaï,Sydney,6060.5,8.58,En cours,A055
VOL01690,20230129,Los Angeles,New York,5402.48,8.16,Terminé,A060
VOL01691,20230708,Sydney,New York,785.21,1.01,En cours,A026
VOL01692,20220905,Dubaï,Hong Kong,3682.27,4.65,Annulé,A021
VOL01693,20230904,Sydney,Beijing,6474.53,9.61,Terminé,A105
VOL01694,20241219,Rome,New York,4281.0,5.6,Terminé,A114
VOL01695,20220702,Rome,Londres,899.67,1.6,Terminé,A114
VOL01696,20241017,Paris,Rome,697.56,1.73,Terminé,A039
VOL01697,20221203,Berlin,Moscou,998.88,1.74,Terminé,A099
VOL01698,20221103,Hong Kong,Toronto,7787.98,9.89,Terminé,A098
VOL01699,20221208,Moscou,Tokyo,4665.82,6.11,Terminé,A006
VOL01700,20231114,Londres,Moscou,1553.78,2.94,Annulé,A139
VOL01701,20220317,Los Angeles,New York,5402.48,7.16,Terminé,A070
VOL01702,20220219,Sydney,Moscou,3940.11,5.68,Terminé,A053
VOL01703,20220607,New York,Moscou,4659.09,7.11,Terminé,A126
VOL01704,20220326,New York,Sydney,785.21,1.46,Terminé,A112
VOL01705,20230618,Tokyo,Dubaï,4960.83,7.65,Terminé,A135
VOL01706,20230227,Dubaï,Beijing,3634.71,6.52,Terminé,A088
VOL01707,20240424,Sydney,Berlin,3198.94,4.89,Terminé,A083
VOL01708,20220223,Sydney,Beijing,6474.53,9.85,Terminé,A006
VOL01709,20241007,Paris,Singapour,6661.5,8.6,En cours,A128
VOL01710,20230808,Moscou,Hong Kong,4427.56,6.17,En cours,A130
VOL01711,20230902,New York,Los Angeles,5402.48,8.33,Terminé,A100
VOL01712,20240907,Londres,Sydney,2672.74,3.42,Terminé,A114
VOL01713,20230508,Moscou,Dubaï,2286.53,4.44,Terminé,A053
VOL01714,20240402,Moscou,Paris,1537.4,2.75,Terminé,A096
VOL01715,20230824,Dubaï,Rome,2676.65,4.97,En cours,A037
VOL01716,20240708,Londres,Rome,899.67,2.63,Terminé,A020
VOL01717,20220521,Singapour,Sydney,9010.03,11.72,En cours,A097
VOL01718,20220424,Moscou,Hong Kong,4427.56,7.0,Terminé,A044
VOL01719,20221111,Madrid,Rome,855.37,1.75,En cours,A104
VOL01720,20240610,Singapour,Beijing,2793.35,3.9,Terminé,A054
VOL01721,20240422,New York,Toronto,352.45,0.55,Terminé,A056
VOL01722,20240909,Londres,Los Angeles,7529.12,11.25,Terminé,A081
VOL01723,20240731,Sydney,Madrid,2804.41,5.48,Terminé,A091
VOL01724,20230213,Singapour,Los Angeles,9934.68,14.02,Terminé,A104
VOL01725,20231119,Toronto,Dubaï,6864.43,9.97,Terminé,A071
VOL01726,20221013,Hong Kong,Berlin,5426.18,7.23,Terminé,A064
VOL01727,20230924,Toronto,Berlin,4022.74,6.77,Terminé,A075
VOL01728,20231007,Dubaï,Tokyo,4960.83,7.24,Terminé,A060
VOL01729,20231130,Madrid,Paris,671.16,1.21,En cours,A098
VOL01730,20240318,Moscou,Toronto,4638.08,7.06,En cours,A121
VOL01731,20220916,Singapour,Hong Kong,1599.0,2.13,Terminé,A007
VOL01732,20240120,New York,Beijing,6811.61,9.5,Terminé,A145
VOL01733,20241111,Toronto,Berlin,4022.74,6.94,En cours,A063
VOL01734,20220728,Moscou,Berlin,998.88,1.35,En cours,A017
VOL01735,20231007,Tokyo,Toronto,6395.8,9.98,Annulé,A116
VOL01736,20230502,Paris,Dubaï,3255.26,5.95,Annulé,A006
VOL01737,20240804,Rome,Beijing,5048.51,6.56,Terminé,A100
VOL01738,20220830,Toronto,Berlin,4022.74,5.38,Terminé,A147
VOL01739,20230623,Los Angeles,Paris,7516.55,10.49,Terminé,A089
VOL01740,20240630,Paris,Moscou,1537.4,3.51,Terminé,A093
VOL01741,20230514,New York,Rome,4281.0,5.76,Terminé,A098
VOL01742,20221007,New York,Beijing,6811.61,9.53,Terminé,A006
VOL01743,20220709,Paris,Tokyo,6038.73,8.4,En cours,A126
VOL01744,20220405,Tokyo,Beijing,1326.77,2.59,Terminé,A112
VOL01745,20230809,Dubaï,Paris,3255.26,4.4,Terminé,A115
VOL01746,20240217,Berlin,Moscou,998.88,1.64,En cours,A109
VOL01747,20240427,Sydney,Berlin,3198.94,4.85,Terminé,A023
VOL01748,20230515,New York,Dubaï,6829.02,9.75,Terminé,A112
VOL01749,20221115,Beijing,Toronto,6552.51,8.8,Terminé,A066
VOL01750,20231024,Singapour,Beijing,2793.35,4.64,Terminé,A090
VOL01751,20230924,Londres,Paris,208.87,2.2,Terminé,A059
VOL01752,20230115,Hong Kong,Berlin,5426.18,7.19,Annulé,A069
VOL01753,20221114,Berlin,Rome,732.34,2.64,Terminé,A094
VOL01754,20241008,Madrid,New York,3578.54,5.44,En cours,A067
VOL01755,20241111,Madrid,Tokyo,6708.32,10.29,Terminé,A123
VOL01756,20240805,Rome,Sydney,3495.8,5.09,Terminé,A041
VOL01757,20241009,Moscou,New York,4659.09,6.58,En cours,A044
VOL01758,20230915,Madrid,Singapour,7074.64,9.78,Terminé,A057
VOL01759,20241006,Madrid,Dubaï,3514.42,5.24,Terminé,A150
VOL01760,20220208,Los Angeles,Berlin,8052.31,11.28,Terminé,A133
VOL01761,20220625,Paris,Berlin,538.64,1.54,En cours,A136
VOL01762,20240307,Madrid,Tokyo,6708.32,8.7,Terminé,A051
VOL01763,20241023,Moscou,Beijing,3598.04,6.41,Terminé,A010
VOL01764,20240716,New York,Berlin,3968.08,5.92,Terminé,A098
VOL01765,20230430,Sydney,Berlin,3198.94,5.52,Terminé,A094
VOL01766,20230308,Paris,Singapour,6661.5,9.18,Terminé,A013
VOL01767,20231215,Moscou,Berlin,998.88,1.42,En cours,A059
VOL01768,20220401,Toronto,Paris,3719.59,6.46,Terminé,A024
VOL01769,20220405,Beijing,Toronto,6552.51,8.79,Annulé,A041
VOL01770,20230722,New York,Beijing,6811.61,9.59,Terminé,A024
VOL01771,20241001,Dubaï,Beijing,3634.71,5.65,Terminé,A142
VOL01772,20240812,Toronto,Tokyo,6395.8,8.35,Terminé,A013
VOL01773,20230731,Beijing,Hong Kong,1237.81,2.31,Terminé,A065
VOL01774,20220108,Paris,Beijing,5093.95,6.98,Terminé,A021
VOL01775,20220731,Toronto,Los Angeles,5631.68,7.61,En cours,A135
VOL01776,20240523,Singapour,Tokyo,3336.77,5.3,Terminé,A066
VOL01777,20220923,New York,Moscou,4659.09,6.79,Terminé,A116
VOL01778,20230617,Los Angeles,Rome,7648.57,10.23,Terminé,A039
VOL01779,20240111,Hong Kong,Los Angeles,11327.82,15.59,Terminé,A076
VOL01780,20240327,Sydney,Dubaï,6060.5,7.97,Terminé,A037
VOL01781,20240111,New York,Tokyo,6719.12,10.23,Terminé,A112
VOL01782,20220325,Berlin,Los Angeles,8052.31,10.07,Terminé,A072
VOL01783,20240322,Dubaï,Tokyo,4960.83,7.92,En cours,A048
VOL01784,20220406,Moscou,Toronto,4638.08,7.26,Terminé,A059
VOL01785,20230125,Berlin,Londres,583.63,1.48,Terminé,A105
VOL01786,20240104,Beijing,Rome,5048.51,7.12,Terminé,A080
VOL01787,20230806,New York,Tokyo,6719.12,9.23,En cours,A043
VOL01788,20220522,Berlin,Dubaï,2861.96,4.37,Terminé,A134
VOL01789,20240222,Dubaï,Sydney,6060.5,9.06,Terminé,A018
VOL01790,20241020,Hong Kong,Singapour,1599.0,2.77,Terminé,A060
VOL01791,20240702,Rome,Paris,697.56,1.49,En cours,A024
VOL01792,20230718,Madrid,Los Angeles,6905.71,10.61,Terminé,A014
VOL01793,20220823,Madrid,New York,3578.54,4.62,Terminé,A147
VOL01794,20220912,Singapour,Tokyo,3336.77,5.94,Terminé,A046
VOL01795,20220709,Moscou,Beijing,3598.04,6.48,Terminé,A074
VOL01796,20240308,Paris,Hong Kong,5964.82,7.7,Annulé,A141
VOL01797,20240126,Rome,Singapour,6219.28,9.64,Terminé,A121
VOL01798,20231117,Tokyo,Singapour,3336.77,4.5,Terminé,A109
VOL01799,20240110,Sydney,Singapour,9010.03,12.79,Terminé,A043
VOL01800,20221014,Londres,Rome,899.67,3.04,Terminé,A061
VOL01801,20230203,Tokyo,Dubaï,4960.83,7.74,Annulé,A005
VOL01802,20241030,Toronto,Madrid,3747.34,6.19,Terminé,A051
VOL01803,20240324,Madrid,Dubaï,3514.42,5.09,Terminé,A020
VOL01804,20241012,Dubaï,Madrid,3514.42,5.81,Annulé,A018
VOL01805,20220315,Dubaï,Londres,3398.47,5.52,Terminé,A026
VOL01806,20220325,Singapour,Moscou,5232.45,7.28,Terminé,A069
VOL01807,20220312,Sydney,Rome,3495.8,4.49,Terminé,A046
VOL01808,20220929,Berlin,Toronto,4022.74,5.8,Terminé,A137
VOL01809,20231105,Moscou,Sydney,3940.11,5.77,En cours,A032
VOL01810,20240819,Tokyo,Dubaï,4960.83,6.69,Terminé,A119
VOL01811,20241120,Berlin,Londres,583.63,1.68,En cours,A142
VOL01812,20240715,Moscou,Beijing,3598.04,6.34,En cours,A095
VOL01813,20221024,Hong Kong,Toronto,7787.98,10.46,Terminé,A046
VOL01814,20241112,Hong Kong,Singapour,1599.0,3.41,Terminé,A040
VOL01815,20221005,Dubaï,Los Angeles,9281.76,11.66,Terminé,A137
VOL01816,20231025,Singapour,Paris,6661.5,9.66,Terminé,A048
VOL01817,20231006,Toronto,Moscou,4638.08,6.09,Terminé,A063
VOL01818,20221120,Moscou,Berlin,998.88,2.46,Terminé,A003
VOL01819,20240306,Los Angeles,Dubaï,9281.76,13.49,Terminé,A084
VOL01820,20230827,Paris,Singapour,6661.5,8.62,Terminé,A044
VOL01821,20231111,Sydney,New York,785.21,1.48,Terminé,A070
VOL01822,20241026,Singapour,Paris,6661.5,9.48,Terminé,A132
VOL01823,20241031,Sydney,Tokyo,6635.25,9.62,Terminé,A006
VOL01824,20241217,Tokyo,Rome,6143.72,8.0,En cours,A129
VOL01825,20240921,New York,Madrid,3578.54,4.71,Terminé,A130
VOL01826,20230828,Paris,Rome,697.56,1.06,Terminé,A015
VOL01827,20240821,Paris,Berlin,538.64,2.1,Terminé,A101
VOL01828,20220126,Beijing,Rome,5048.51,7.08,Annulé,A035
VOL01829,20240116,Beijing,Toronto,6552.51,9.6,Terminé,A043
VOL01830,20231101,Madrid,Dubaï,3514.42,6.34,Terminé,A013
VOL01831,20220804,Sydney,Hong Kong,7690.93,9.77,Annulé,A121
VOL01832,20240424,Sydney,Toronto,954.64,3.01,Terminé,A040
VOL01833,20230914,New York,Londres,3452.99,6.07,Terminé,A034
VOL01834,20220215,Berlin,Madrid,1166.49,1.79,Terminé,A062
VOL01835,20240820,Londres,Moscou,1553.78,2.8,Terminé,A095
VOL01836,20230619,Toronto,Beijing,6552.51,9.57,Terminé,A147
VOL01837,20230403,Toronto,Madrid,3747.34,5.69,Terminé,A072
VOL01838,20220407,Hong Kong,Rome,5751.7,8.26,Terminé,A119
VOL01839,20240901,Toronto,Berlin,4022.74,6.8,Terminé,A063
VOL01840,20221207,Los Angeles,Tokyo,10622.14,14.45,Terminé,A117
VOL01841,20241130,Londres,Sydney,2672.74,4.81,En cours,A045
VOL01842,20240209,Madrid,Singapour,7074.64,10.35,Terminé,A029
VOL01843,20221021,Hong Kong,Madrid,6542.88,10.03,Annulé,A064
VOL01844,20230503,Moscou,Paris,1537.4,3.66,Terminé,A042
VOL01845,20220225,Singapour,Berlin,6157.01,7.91,Terminé,A011
VOL01846,20220805,Sydney,Hong Kong,7690.93,10.76,Annulé,A018
VOL01847,20230117,Tokyo,Dubaï,4960.83,7.8,Terminé,A097
VOL01848,20220130,Tokyo,Rome,6143.72,9.31,Terminé,A035
VOL01849,20240613,Tokyo,Madrid,6708.32,8.92,Terminé,A001
VOL01850,20230926,Londres,Moscou,1553.78,2.36,Terminé,A074
VOL01851,20240428,Beijing,Los Angeles,11917.58,16.39,Terminé,A118
VOL01852,20221029,Singapour,Sydney,9010.03,12.66,Terminé,A136
VOL01853,20240416,Berlin,Moscou,998.88,1.26,Terminé,A126
VOL01854,20230213,Londres,Paris,208.87,0.6,Terminé,A102
VOL01855,20240411,New York,Londres,3452.99,5.3,Terminé,A141
VOL01856,20241015,Tokyo,Hong Kong,1840.61,2.49,Terminé,A139
VOL01857,20240814,Moscou,Sydney,3940.11,6.47,En cours,A104
VOL01858,20220429,Dubaï,Moscou,2286.53,3.69,Terminé,A135
VOL01859,20221001,Beijing,Los Angeles,11917.58,15.73,Terminé,A120
VOL01860,20241119,Singapour,Sydney,9010.03,11.84,En cours,A134
VOL01861,20230220,Paris,Madrid,671.16,1.7,Terminé,A091
VOL01862,20231019,Singapour,Beijing,2793.35,3.84,Terminé,A148
VOL01863,20240828,Dubaï,Hong Kong,3682.27,4.98,Terminé,A104
VOL01864,20241203,Hong Kong,Moscou,4427.56,5.8,Terminé,A065
VOL01865,20240202,Sydney,Singapour,9010.03,12.24,En cours,A135
VOL01866,20230926,Rome,Berlin,732.34,1.92,Terminé,A105
VOL01867,20221212,Moscou,Los Angeles,9047.39,11.53,Terminé,A043
VOL01868,20240721,Sydney,Berlin,3198.94,5.13,Terminé,A129
VOL01869,20241218,New York,Berlin,3968.08,5.39,Terminé,A128
VOL01870,20231124,Berlin,Dubaï,2861.96,3.98,En cours,A033
VOL01871,20231218,Moscou,New York,4659.09,7.32,Terminé,A010
VOL01872,20230617,New York,Berlin,3968.08,6.58,En cours,A053
VOL01873,20240909,Berlin,Moscou,998.88,1.63,Terminé,A019
VOL01874,20230120,New York,Beijing,6811.61,10.48,Terminé,A095
VOL01875,20230511,Londres,Madrid,793.57,2.74,Terminé,A077
VOL01876,20230717,Toronto,Rome,4399.74,6.38,Terminé,A030
VOL01877,20230826,Beijing,Dubaï,3634.71,6.37,Terminé,A106
